S002VS,S003,S007,S017,S018,S020,C006,E069_06,E069_07,E069_17,G006,A009
2,840,8400221181,1.53761074737352,0.543773790103317,1990,2,2,2,3,2,2
2,840,8400221182,0.780166817643237,0.543773790103317,1990,10,3,1,2,1,3
2,840,8400221183,0.401445352753625,0.543773790103317,1990,4,3,3,2,1,3
2,840,8400221184,0.0227228879129523,0.543773790103317,1990,3,2,2,3,2,2
2,840,8400221185,1.18539898506533,0.543773790103317,1990,5,2,4,3,2,1
2,840,8400221186,0.469615016443543,0.543773790103317,1990,5,2,3,1,1,1
2,840,8400221187,1.22705894617383,0.543773790103317,1990,10,3,3,2,1,2
2,840,8400221188,1.98450187595305,0.543773790103317,1990,7,4,4,2,1,1
2,840,8400221189,1.26871790733126,0.543773790103317,1990,1,3,3,2,3,3
2,840,8400221190,1.64743937222087,0.543773790103317,1990,5,1,1,3,1,3
2,840,8400221191,2.02616183706154,0.543773790103317,1990,10,1,1,4,1,1
2,840,8400221192,1.22327113155429,0.543773790103317,1990,5,3,3,2,1,1
2,840,8400221193,0.0871057369343985,0.543773790103317,1990,8,3,3,2,2,1
2,840,8400221194,0.465828201775071,0.543773790103317,1990,4,3,3,2,3,1
2,840,8400221195,1.60199259644391,0.543773790103317,1990,4,2,2,3,2,1
2,840,8400221196,0.844549666664683,0.543773790103317,1990,7,3,3,2,2,2
2,840,8400221197,0.443104313911058,0.543773790103317,1990,5,1,3,2,1,1
2,840,8400221198,0.0643828490214462,0.543773790103317,1990,8,1,2,1,2,2
2,840,8400221199,0.818038964132198,0.543773790103317,1990,10,3,3,2,2,1
2,840,8400221200,0.0605950344019134,0.543773790103317,1990,7,2,3,4,1,2
2,840,8400221201,0.465828201775071,0.543773790103317,1990,5,2,2,2,1,3
2,840,8400221202,1.60199259644391,0.543773790103317,1990,7,1,2,3,1,1
2,840,8400221203,0.0037868146684716,0.543773790103317,1990,8,3,3,2,3,1
2,840,8400221204,0.806677520175722,0.543773790103317,1990,3,2,3,2,1,1
2,840,8400221205,0.0492335904454373,0.543773790103317,1990,10,4,4,4,2,2
2,840,8400221206,1.94284291479562,0.543773790103317,1990,4,3,3,2,1,2
2,840,8400221207,0.836975037376679,0.543773790103317,1990,7,3,3,2,1,1
2,840,8400221208,2.01479939315401,0.543773790103317,1990,9,1,1,1,2,2
2,840,8400221209,0.477189645731547,0.543773790103317,1990,8,2,2,3,2,1
2,840,8400221210,1.6360779282644,0.543773790103317,1990,9,2,4,2,2,2
2,840,8400221211,1.25735646337478,0.543773790103317,1990,8,2,2,2,2,2
2,840,8400221212,0.4999125336445,0.543773790103317,1990,7,3,3,2,2,2
2,840,8400221213,0.844549666664683,0.543773790103317,1990,1,2,3,2,1,1
2,840,8400221214,1.26493109266279,0.543773790103317,1990,6,1,1,1,2,3
2,840,8400221215,1.9693536173281,0.543773790103317,1990,10,1,1,1,1,1
2,840,8400221216,1.91633221226313,0.543773790103317,1990,2,3,4,2,3,3
2,840,8400221217,1.6436525575524,0.543773790103317,1990,8,2,3,2,2,2
2,840,8400221218,2.02237402244201,0.543773790103317,1990,7,1,1,1,1,2
2,840,8400221219,0.833188222708207,0.543773790103317,1990,5,1,-2,1,1,1
2,840,8400221220,0.132552512711364,0.543773790103317,1990,9,2,4,4,1,1
2,840,8400221221,0.511273977600976,0.543773790103317,1990,10,2,2,2,1,2
2,840,8400221222,1.13995220928837,0.543773790103317,1990,10,4,3,2,2,1
2,840,8400221223,0.761230744398756,0.543773790103317,1990,5,2,2,2,2,2
2,840,8400221224,1.15131365324484,0.543773790103317,1990,10,1,-2,1,1,3
2,840,8400221225,0.772592188355232,0.543773790103317,1990,10,2,4,3,1,3
2,840,8400221226,2.01101257848554,0.543773790103317,1990,10,1,3,1,1,2
2,840,8400221227,1.63229111359592,0.543773790103317,1990,4,3,3,3,2,1
2,840,8400221228,1.25356864875525,0.543773790103317,1990,9,2,3,4,1,2
2,840,8400221229,0.87484718386564,0.543773790103317,1990,8,2,3,2,1,4
2,840,8400221230,0.496125718976028,0.543773790103317,1990,5,2,3,2,1,1
2,840,8400221231,1.26114327804326,0.543773790103317,1990,7,1,3,4,1,2
2,840,8400221232,1.61714185501992,0.543773790103317,1990,7,2,3,3,1,1
2,840,8400221233,0.416593611378573,0.543773790103317,1990,5,2,4,3,1,4
2,840,8400221234,0.795316076219246,0.543773790103317,1990,8,1,3,3,1,1
2,840,8400221235,1.55275900599847,0.543773790103317,1990,8,1,-2,1,1,2
2,840,8400221236,1.17403754110886,0.543773790103317,1990,4,2,2,2,2,1
2,840,8400221237,0.431742869954582,0.543773790103317,1990,4,2,2,2,2,2
2,840,8400221238,2.01858720777354,0.543773790103317,1990,8,1,3,2,2,1
2,840,8400221239,1.93148047088808,0.543773790103317,1990,6,3,4,2,1,4
2,840,8400221240,1.26114327804326,0.543773790103317,1990,7,2,3,2,1,2
2,840,8400221241,0.12497788342336,0.543773790103317,1990,7,2,3,3,1,3
2,840,8400221242,0.503700348264032,0.543773790103317,1990,3,3,3,2,1,2
2,840,8400221243,0.882421813153644,0.543773790103317,1990,8,2,3,2,1,1
2,840,8400221244,1.63986474293287,0.543773790103317,1990,8,3,3,4,1,2
2,840,8400221245,1.57548289386248,0.543773790103317,1990,8,1,2,1,1,2
2,840,8400221246,1.95420435875209,0.543773790103317,1990,5,1,2,2,2,3
2,840,8400221247,0.818038964132198,0.543773790103317,1990,7,2,2,3,2,1
2,840,8400221248,0.0605950344019134,0.543773790103317,1990,5,2,2,2,1,3
2,840,8400221249,0.473401831112015,0.543773790103317,1990,8,4,3,1,1,2
2,840,8400221250,1.98828969057258,0.543773790103317,1990,6,4,3,2,1,1
2,840,8400221251,0.488551089688024,0.543773790103317,1990,9,2,2,3,1,1
2,840,8400221252,2.00343794919753,0.543773790103317,1990,7,2,2,4,1,1
2,840,8400221253,1.6360779282644,0.543773790103317,1990,7,3,3,2,2,1
2,840,8400221254,2.01479939315401,0.543773790103317,1990,9,2,2,3,1,1
2,840,8400221255,1.23463257551077,0.543773790103317,1990,6,1,1,2,1,3
2,840,8400221256,1.61335504035144,0.543773790103317,1990,9,1,1,2,1,2
2,840,8400221257,0.855911110621159,0.543773790103317,1990,8,1,2,3,1,1
2,840,8400221258,0.0984671808908746,0.543773790103317,1990,10,3,3,2,1,1
2,840,8400221259,0.420381425998106,0.543773790103317,1990,9,2,3,2,1,3
2,840,8400221260,1.93526828550761,0.543773790103317,1990,5,2,2,2,1,1
2,840,8400221261,0.0416589611574328,0.543773790103317,1990,1,2,4,1,1,3
2,840,8400221262,0.799102890887717,0.543773790103317,1990,10,2,2,2,2,2
2,840,8400221263,0.878633998534111,0.543773790103317,1990,7,2,3,2,2,2
2,840,8400221264,1.25735646337478,0.543773790103317,1990,6,2,3,2,2,2
2,840,8400221265,0.4999125336445,0.543773790103317,1990,8,2,3,2,2,1
2,840,8400221266,1.6360779282644,0.543773790103317,1990,9,2,3,2,1,1
2,840,8400221267,0.121191068754888,0.543773790103317,1990,7,2,2,4,1,2
2,840,8400221268,0.867272554577635,0.543773790103317,1990,6,2,1,2,1,1
2,840,8400221269,1.25735646337478,0.543773790103317,1990,5,2,2,3,1,1
2,840,8400221270,1.99207650524106,0.543773790103317,1990,10,3,3,2,1,1
2,840,8400221271,0.477189645731547,0.543773790103317,1990,1,2,3,2,1,1
2,840,8400221272,0.121191068754888,0.543773790103317,1990,8,-2,3,4,1,2
2,840,8400221273,2.01479939315401,0.543773790103317,1990,6,2,2,2,1,2
2,840,8400221274,0.4999125336445,0.543773790103317,1990,6,2,2,1,1,1
2,840,8400221275,0.878633998534111,0.543773790103317,1990,10,2,2,3,1,1
2,840,8400221276,1.56412044995495,0.543773790103317,1990,8,2,3,3,1,2
2,840,8400221277,0.386296094177616,0.543773790103317,1990,3,2,3,2,2,1
2,840,8400221278,0.765017559067228,0.543773790103317,1990,6,2,3,4,1,1
2,840,8400221279,1.1437400239079,0.543773790103317,1990,7,2,2,2,1,2
2,840,8400221280,1.52246148879751,0.543773790103317,1990,8,1,2,1,1,3
2,840,8400221281,1.90118295368712,0.543773790103317,1990,5,3,2,3,2,1
2,840,8400221282,1.13995220928837,0.543773790103317,1990,5,2,4,3,1,2
2,840,8400221283,1.51867467412904,0.543773790103317,1990,7,2,4,3,1,1
2,840,8400221284,0.484764275019552,0.543773790103317,1990,8,2,2,3,1,3
2,840,8400221285,0.0833189222659268,0.543773790103317,1990,5,2,3,2,1,2
2,840,8400221286,0.462040387155539,0.543773790103317,1990,9,2,3,3,1,2
2,840,8400221287,0.84076185204515,0.543773790103317,1990,5,2,3,3,1,2
2,840,8400221288,0.0757442929779223,0.543773790103317,1990,10,3,4,3,1,2
2,840,8400221289,0.454465757867534,0.543773790103317,1990,8,2,3,3,1,1
2,840,8400221290,0.833188222708207,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221291,1.21190968759782,0.543773790103317,1990,5,1,2,2,1,2
2,840,8400221292,1.59063115248743,0.543773790103317,1990,10,1,1,1,1,3
2,840,8400221293,1.9693536173281,0.543773790103317,1990,10,2,3,2,1,2
2,840,8400221294,1.90118295368712,0.543773790103317,1990,7,1,2,1,1,3
2,840,8400221295,0.0075746292880044,0.543773790103317,1990,3,1,4,3,1,-2
2,840,8400221296,0.386296094177616,0.543773790103317,1990,9,3,3,2,1,2
2,840,8400221297,0.765017559067228,0.543773790103317,1990,6,3,3,3,4,1
2,840,8400221298,1.52246148879751,0.543773790103317,1990,10,4,4,4,1,2
2,840,8400221299,1.1437400239079,0.543773790103317,1990,5,3,3,4,1,1
2,840,8400221300,1.53003611808552,0.543773790103317,1990,7,2,4,3,1,4
2,840,8400221301,1.22705894617383,0.543773790103317,1990,5,3,3,2,1,2
2,840,8400221302,0.382509279509144,0.543773790103317,1990,10,2,2,3,1,1
2,840,8400221303,0.761230744398756,0.543773790103317,1990,8,1,2,1,1,1
2,840,8400221304,1.13995220928837,0.543773790103317,1990,7,3,3,2,2,1
2,840,8400221305,1.51867467412904,0.543773790103317,1990,4,3,3,2,1,3
2,840,8400221306,0.397657538134092,0.543773790103317,1990,8,2,3,2,1,3
2,840,8400221307,1.53382293275399,0.543773790103317,1990,5,2,3,3,1,3
2,840,8400221308,1.9125443976436,0.543773790103317,1990,1,3,3,2,1,2
2,840,8400221309,0.0189360732444806,0.543773790103317,1990,10,1,3,2,2,3
2,840,8400221310,1.24599501941831,0.543773790103317,1990,6,2,4,2,1,3
2,840,8400221311,0.488551089688024,0.543773790103317,1990,8,2,3,2,1,2
2,840,8400221312,0.109829624798412,0.543773790103317,1990,5,2,3,3,1,1
2,840,8400221313,1.62471648430792,0.543773790103317,1990,10,2,3,2,1,2
2,840,8400221314,2.00343794919753,0.543773790103317,1990,10,2,2,1,1,2
2,840,8400221315,0.867272554577635,0.543773790103317,1990,1,3,2,2,2,2
2,840,8400221316,1.57548289386248,0.543773790103317,1990,2,3,2,2,2,3
2,840,8400221317,0.818038964132198,0.543773790103317,1990,10,1,4,4,1,2
2,840,8400221318,0.439317499242586,0.543773790103317,1990,5,3,4,2,1,3
2,840,8400221319,0.0605950344019134,0.543773790103317,1990,8,2,4,4,1,1
2,840,8400221320,1.13995220928837,0.543773790103317,1990,4,2,2,1,2,1
2,840,8400221321,1.51867467412904,0.543773790103317,1990,5,2,2,2,1,1
2,840,8400221322,1.89739613901865,0.543773790103317,1990,1,1,1,1,1,1
2,840,8400221323,0.0037868146684716,0.543773790103317,1990,7,2,3,2,1,1
2,840,8400221324,0.382509279509144,0.543773790103317,1990,9,3,4,2,2,1
2,840,8400221325,0.761230744398756,0.543773790103317,1990,7,1,3,3,1,1
2,840,8400221326,0.84076185204515,0.543773790103317,1990,2,2,3,2,2,2
2,840,8400221327,0.0833189222659268,0.543773790103317,1990,2,3,3,3,1,3
2,840,8400221328,1.21948431688582,0.543773790103317,1990,8,3,2,1,-2,3
2,840,8400221329,0.109829624798412,0.543773790103317,1990,8,2,2,4,2,1
2,840,8400221330,2.00343794919753,0.543773790103317,1990,10,2,4,4,1,1
2,840,8400221331,1.95041754408362,0.543773790103317,1990,9,2,4,1,1,1
2,840,8400221332,0.0568082197334418,0.543773790103317,1990,7,2,4,2,1,1
2,840,8400221333,1.19297361435334,0.543773790103317,1990,7,2,3,2,1,1
2,840,8400221334,0.435529684623053,0.543773790103317,1990,8,2,3,3,1,1
2,840,8400221335,0.814252149463726,0.543773790103317,1990,10,1,1,2,1,2
2,840,8400221336,1.64743937222087,0.543773790103317,1990,6,2,2,4,3,2
2,840,8400221337,1.64743937222087,0.543773790103317,1990,9,2,3,2,1,2
2,840,8400221338,1.26871790733126,0.543773790103317,1990,8,2,1,2,2,1
2,840,8400221339,0.889996442441649,0.543773790103317,1990,9,2,3,4,2,1
2,840,8400221340,1.52246148879751,0.543773790103317,1990,9,2,2,2,1,2
2,840,8400221341,1.90118295368712,0.543773790103317,1990,5,2,2,2,1,1
2,840,8400221342,0.386296094177616,0.543773790103317,1990,5,2,2,3,1,3
2,840,8400221343,0.765017559067228,0.543773790103317,1990,5,2,3,1,1,2
2,840,8400221344,1.62471648430792,0.543773790103317,1990,3,1,3,3,1,1
2,840,8400221345,1.24599501941831,0.543773790103317,1990,6,3,3,2,2,2
2,840,8400221346,0.867272554577635,0.543773790103317,1990,6,2,1,3,1,2
2,840,8400221347,0.488551089688024,0.543773790103317,1990,9,2,2,3,1,2
2,840,8400221348,0.810464334844194,0.543773790103317,1990,7,2,2,3,1,1
2,840,8400221349,1.24220720479878,0.543773790103317,1990,10,2,2,2,2,2
2,840,8400221350,1.62092866968839,0.543773790103317,1990,8,1,1,3,2,3
2,840,8400221351,1.17403754110886,0.543773790103317,1990,10,1,3,2,1,4
2,840,8400221352,1.55275900599847,0.543773790103317,1990,6,2,3,2,1,1
2,840,8400221353,1.93148047088808,0.543773790103317,1990,5,2,2,2,1,1
2,840,8400221354,0.806677520175722,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221355,1.18539898506533,0.543773790103317,1990,6,3,-2,2,2,2
2,840,8400221356,1.56412044995495,0.543773790103317,1990,7,3,3,3,1,1
2,840,8400221357,0.0492335904454373,0.543773790103317,1990,9,2,3,3,2,1
2,840,8400221358,0.42795605528611,0.543773790103317,1990,8,2,3,3,1,2
2,840,8400221359,1.94284291479562,0.543773790103317,1990,8,2,2,2,1,2
2,840,8400221360,1.93526828550761,0.543773790103317,1990,9,1,2,3,1,2
2,840,8400221361,1.556546820618,0.543773790103317,1990,7,1,1,3,1,1
2,840,8400221362,1.17782435577733,0.543773790103317,1990,5,2,3,2,1,2
2,840,8400221363,0.420381425998106,0.543773790103317,1990,8,1,2,1,1,3
2,840,8400221364,0.799102890887717,0.543773790103317,1990,8,2,3,2,1,2
2,840,8400221365,0.0416589611574328,0.543773790103317,1990,10,1,1,1,1,1
2,840,8400221366,0.511273977600976,0.543773790103317,1990,1,3,3,3,2,2
2,840,8400221367,2.02616183706154,0.543773790103317,1990,3,3,3,2,2,1
2,840,8400221368,0.132552512711364,0.543773790103317,1990,2,1,1,2,2,1
2,840,8400221369,0.889996442441649,0.543773790103317,1990,6,3,3,2,2,1
2,840,8400221370,0.469615016443543,0.543773790103317,1990,8,1,2,3,1,2
2,840,8400221371,0.0908935515539313,0.543773790103317,1990,10,-2,1,1,1,4
2,840,8400221372,1.22705894617383,0.543773790103317,1990,10,2,2,2,1,2
2,840,8400221373,1.60578041106344,0.543773790103317,1990,6,2,2,4,2,1
2,840,8400221374,0.848336481333155,0.543773790103317,1990,5,1,3,2,1,1
2,840,8400221375,0.0530214050649701,0.543773790103317,1990,9,2,-2,4,2,2
2,840,8400221376,0.0113614439564761,0.543773790103317,1990,5,2,2,3,1,2
2,840,8400221377,1.18161217039686,0.543773790103317,1990,10,2,2,3,1,2
2,840,8400221378,0.412806796710101,0.543773790103317,1990,10,1,1,3,2,4
2,840,8400221379,0.791528261599713,0.543773790103317,1990,3,3,3,3,1,3
2,840,8400221380,1.17025072644039,0.543773790103317,1990,3,1,3,3,1,3
2,840,8400221381,1.54897219133,0.543773790103317,1990,6,4,4,4,2,3
2,840,8400221382,1.56033363528647,0.543773790103317,1990,10,3,3,2,1,1
2,840,8400221383,1.92769365621961,0.543773790103317,1990,8,3,3,2,2,3
2,840,8400221384,0.0340853318204895,0.543773790103317,1990,10,2,3,3,1,2
2,840,8400221385,0.0416589611574328,0.543773790103317,1990,4,2,3,2,1,1
2,840,8400221386,1.93905510017609,0.543773790103317,1990,-2,2,3,2,1,2
2,840,8400221387,0.0871057369343985,0.543773790103317,1990,7,1,3,1,1,1
2,840,8400221388,0.446892128530591,0.543773790103317,1990,7,2,3,2,1,2
2,840,8400221389,0.465828201775071,0.543773790103317,1990,2,1,2,1,1,4
2,840,8400221390,0.825613593420202,0.543773790103317,1990,10,2,1,3,1,2
2,840,8400221391,1.20433505830981,0.543773790103317,1990,5,2,2,3,1,1
2,840,8400221392,1.58305652319943,0.543773790103317,1990,8,2,2,2,1,1
2,840,8400221393,1.9617789880401,0.543773790103317,1990,8,2,3,2,1,2
2,840,8400221394,0.844549666664683,0.543773790103317,1990,-2,2,3,3,1,5
2,840,8400221395,1.60199259644391,0.543773790103317,1990,2,1,1,4,1,2
2,840,8400221396,0.0681696636899179,0.543773790103317,1990,10,3,2,2,1,1
2,840,8400221397,1.98071506128458,0.543773790103317,1990,3,2,3,2,2,3
2,840,8400221398,1.53761074737352,0.543773790103317,1990,7,2,2,3,1,2
2,840,8400221399,1.93526828550761,0.543773790103317,1990,5,2,3,3,2,1
2,840,8400221400,1.60956722573191,0.543773790103317,1990,5,2,3,2,1,1
2,840,8400221401,0.0492335904454373,0.543773790103317,1990,8,2,2,3,1,2
2,840,8400221402,0.42795605528611,0.543773790103317,1990,5,1,3,1,1,3
2,840,8400221403,0.806677520175722,0.543773790103317,1990,7,2,2,3,2,2
2,840,8400221404,1.56412044995495,0.543773790103317,1990,7,2,2,3,-2,1
2,840,8400221405,1.94284291479562,0.543773790103317,1990,8,2,2,3,1,2
2,840,8400221406,1.15888828253285,0.543773790103317,1990,9,1,1,1,1,1
2,840,8400221407,2.02616183706154,0.543773790103317,1990,1,1,1,1,1,3
2,840,8400221408,1.26871790733126,0.543773790103317,1990,1,1,2,1,1,1
2,840,8400221409,0.511273977600976,0.543773790103317,1990,10,1,1,3,1,1
2,840,8400221410,0.128765698042892,0.543773790103317,1990,5,2,3,4,2,1
2,840,8400221411,0.772592188355232,0.543773790103317,1990,10,1,2,1,1,1
2,840,8400221412,0.0151492585760089,0.543773790103317,1990,10,1,4,1,1,1
2,840,8400221413,0.102254995510407,0.543773790103317,1990,5,2,1,2,1,2
2,840,8400221414,0.859697925289631,0.543773790103317,1990,10,1,2,3,1,1
2,840,8400221415,1.2384203901303,0.543773790103317,1990,3,1,3,3,2,2
2,840,8400221416,1.99586331990953,0.543773790103317,1990,8,2,2,1,1,1
2,840,8400221417,0.480976460400019,0.543773790103317,1990,5,1,2,1,2,2
2,840,8400221418,1.62850329897639,0.543773790103317,1990,2,2,3,3,2,2
2,840,8400221419,1.90497076830666,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221420,0.492337904356495,0.543773790103317,1990,5,2,3,2,1,3
2,840,8400221421,0.886208627822116,0.543773790103317,1990,8,2,3,2,3,2
2,840,8400221422,1.94662972946409,0.543773790103317,1990,6,2,2,2,1,3
2,840,8400221423,0.439317499242586,0.543773790103317,1990,8,2,2,2,1,1
2,840,8400221424,0.818038964132198,0.543773790103317,1990,5,1,2,3,1,1
2,840,8400221425,1.52246148879751,0.543773790103317,1990,9,3,3,2,1,2
2,840,8400221426,0.806677520175722,0.543773790103317,1990,8,1,2,3,-1,1
2,840,8400221427,0.87484718386564,0.543773790103317,1990,6,2,2,3,1,2
2,840,8400221428,0.496125718976028,0.543773790103317,1990,10,2,3,3,2,1
2,840,8400221429,0.117403254135355,0.543773790103317,1990,9,2,3,2,1,1
2,840,8400221430,1.51488685950951,0.543773790103317,1990,8,2,3,4,1,2
2,840,8400221431,1.1361653946199,0.543773790103317,1990,8,1,2,3,1,2
2,840,8400221432,0.757443929730285,0.543773790103317,1990,6,2,4,3,2,1
2,840,8400221433,0.378721464889612,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221434,1.56412044995495,0.543773790103317,1990,10,2,3,2,1,1
2,840,8400221435,1.63229111359592,0.543773790103317,1990,7,2,3,2,1,2
2,840,8400221436,1.25356864875525,0.543773790103317,1990,8,2,3,3,1,1
2,840,8400221437,1.89360832439912,0.543773790103317,1990,8,3,3,2,2,1
2,840,8400221438,1.94284291479562,0.543773790103317,1990,8,1,2,3,1,3
2,840,8400221439,0.0492335904454373,0.543773790103317,1990,9,1,2,3,1,1
2,840,8400221440,0.113616439466884,0.543773790103317,1990,6,2,2,3,1,1
2,840,8400221441,0.871060369197168,0.543773790103317,1990,8,2,2,2,1,1
2,840,8400221442,2.01101257848554,0.543773790103317,1990,9,4,3,2,1,2
2,840,8400221443,1.18539898506533,0.543773790103317,1990,2,4,4,4,1,3
2,840,8400221444,0.42795605528611,0.543773790103317,1990,8,1,2,3,1,2
2,840,8400221445,0.492337904356495,0.543773790103317,1990,10,2,2,3,1,1
2,840,8400221446,0.009999510611227,0.543773790103317,1990,8,2,3,2,2,4
2,840,8400221447,0.40901998204163,0.543773790103317,1990,7,1,2,3,1,1
2,840,8400221448,1.92390684155114,0.543773790103317,1990,9,2,4,2,1,3
2,840,8400221449,1.16646291182085,0.543773790103317,1990,8,2,3,2,2,1
2,840,8400221450,1.54518437671046,0.543773790103317,1990,10,2,3,2,1,2
2,840,8400221451,0.458253572487067,0.543773790103317,1990,1,3,3,2,1,2
2,840,8400221452,0.079531107646394,0.543773790103317,1990,3,1,3,2,1,1
2,840,8400221453,0.0113614439564761,0.543773790103317,1990,5,3,3,3,2,2
2,840,8400221454,0.768805373686761,0.543773790103317,1990,6,3,3,2,2,2
2,840,8400221455,1.52624830346598,0.543773790103317,1990,6,2,3,1,2,1
2,840,8400221456,1.90497076830666,0.543773790103317,1990,7,2,3,2,2,2
2,840,8400221457,0.390083908797149,0.543773790103317,1990,7,2,3,3,2,2
2,840,8400221458,1.14752683857637,0.543773790103317,1990,6,3,3,3,2,1
2,840,8400221459,0.109829624798412,0.543773790103317,1990,8,1,1,1,2,2
2,840,8400221460,0.488551089688024,0.543773790103317,1990,9,1,1,3,1,2
2,840,8400221461,0.867272554577635,0.543773790103317,1990,2,3,3,2,1,2
2,840,8400221462,1.24599501941831,0.543773790103317,1990,7,3,3,2,1,2
2,840,8400221463,0.446892128530591,0.543773790103317,1990,7,2,2,3,1,1
2,840,8400221464,1.62471648430792,0.543773790103317,1990,10,2,3,2,1,1
2,840,8400221465,2.00343794919753,0.543773790103317,1990,6,2,2,4,1,2
2,840,8400221466,2.01101257848554,0.543773790103317,1990,8,1,3,2,1,1
2,840,8400221467,1.63229111359592,0.543773790103317,1990,6,4,3,2,2,1
2,840,8400221468,1.25356864875525,0.543773790103317,1990,9,2,3,2,2,2
2,840,8400221469,0.496125718976028,0.543773790103317,1990,7,2,3,3,1,1
2,840,8400221470,0.117403254135355,0.543773790103317,1990,2,2,3,4,2,2
2,840,8400221471,0.87484718386564,0.543773790103317,1990,5,1,2,3,1,2
2,840,8400221472,1.99207650524106,0.543773790103317,1990,8,1,1,1,1,2
2,840,8400221473,1.23463257551077,0.543773790103317,1990,8,1,1,1,1,1
2,840,8400221474,0.855911110621159,0.543773790103317,1990,8,1,1,3,1,2
2,840,8400221475,1.61335504035144,0.543773790103317,1990,7,1,1,1,1,1
2,840,8400221476,0.810464334844194,0.543773790103317,1990,9,2,4,2,2,2
2,840,8400221477,0.0075746292880044,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221478,0.439317499242586,0.543773790103317,1990,5,1,1,1,2,3
2,840,8400221479,0.0530214050649701,0.543773790103317,1990,7,3,3,2,2,1
2,840,8400221480,1.26493109266279,0.543773790103317,1990,8,1,2,3,1,2
2,840,8400221481,0.886208627822116,0.543773790103317,1990,3,1,2,1,1,3
2,840,8400221482,0.882421813153644,0.543773790103317,1990,4,3,3,2,-2,2
2,840,8400221483,1.18918679968487,0.543773790103317,1990,6,1,2,3,2,2
2,840,8400221484,1.94662972946409,0.543773790103317,1990,9,1,2,3,1,3
2,840,8400221485,1.56790826457448,0.543773790103317,1990,8,2,2,3,1,1
2,840,8400221486,0.0378721464889612,0.543773790103317,1990,8,2,4,2,1,1
2,840,8400221487,0.480976460400019,0.543773790103317,1990,2,3,-2,4,1,5
2,840,8400221488,0.102254995510407,0.543773790103317,1990,1,2,-2,2,1,2
2,840,8400221489,1.99586331990953,0.543773790103317,1990,3,2,3,2,1,1
2,840,8400221490,0.859697925289631,0.543773790103317,1990,3,3,4,3,1,1
2,840,8400221491,1.2384203901303,0.543773790103317,1990,8,2,4,2,1,1
2,840,8400221492,0.117403254135355,0.543773790103317,1990,9,3,2,2,1,3
2,840,8400221493,0.109829624798412,0.543773790103317,1990,8,1,3,3,2,1
2,840,8400221494,0.772592188355232,0.543773790103317,1990,7,2,1,2,1,3
2,840,8400221495,1.53003611808552,0.543773790103317,1990,7,2,3,2,2,2
2,840,8400221496,1.9617789880401,0.543773790103317,1990,5,3,3,3,1,3
2,840,8400221497,1.58305652319943,0.543773790103317,1990,10,1,1,1,1,2
2,840,8400221498,0.825613593420202,0.543773790103317,1990,9,3,3,2,1,1
2,840,8400221499,0.0681696636899179,0.543773790103317,1990,6,1,1,1,1,3
2,840,8400221500,0.0946803662224029,0.543773790103317,1990,8,1,2,1,1,2
2,840,8400221501,1.54139756204199,0.543773790103317,1990,5,2,2,1,1,2
2,840,8400221502,1.52246148879751,0.543773790103317,1990,10,2,2,2,1,2
2,840,8400221503,1.90118295368712,0.543773790103317,1990,8,3,3,2,1,2
2,840,8400221504,1.54139756204199,0.543773790103317,1990,4,2,2,3,1,2
2,840,8400221505,1.16267609715238,0.543773790103317,1990,6,1,1,3,1,2
2,840,8400221506,0.783953632311708,0.543773790103317,1990,7,2,3,2,2,1
2,840,8400221507,0.405232167422097,0.543773790103317,1990,9,2,2,3,1,3
2,840,8400221508,0.026510702532485,0.543773790103317,1990,7,3,3,2,1,1
2,840,8400221509,1.9201190269316,0.543773790103317,1990,2,1,3,2,1,4
2,840,8400221510,0.810464334844194,0.543773790103317,1990,5,-2,3,4,1,5
2,840,8400221511,1.18918679968487,0.543773790103317,1990,7,2,3,2,1,2
2,840,8400221512,1.56790826457448,0.543773790103317,1990,6,2,3,2,1,1
2,840,8400221513,1.94662972946409,0.543773790103317,1990,7,2,3,2,2,2
2,840,8400221514,0.0530214050649701,0.543773790103317,1990,6,-2,-2,4,1,2
2,840,8400221515,0.431742869954582,0.543773790103317,1990,6,-2,-2,4,1,3
2,840,8400221516,0.783953632311708,0.543773790103317,1990,6,2,3,2,1,2
2,840,8400221517,1.16267609715238,0.543773790103317,1990,-1,2,2,3,1,1
2,840,8400221518,1.9201190269316,0.543773790103317,1990,8,2,2,2,1,2
2,840,8400221519,0.405232167422097,0.543773790103317,1990,5,2,3,3,1,1
2,840,8400221520,1.16267609715238,0.543773790103317,1990,7,2,4,2,1,1
2,840,8400221521,1.20812287292935,0.543773790103317,1990,7,1,1,1,1,3
2,840,8400221522,0.829400408088674,0.543773790103317,1990,7,2,4,1,1,1
2,840,8400221523,0.450678943199062,0.543773790103317,1990,9,1,4,3,1,2
2,840,8400221524,1.58684433781896,0.543773790103317,1990,6,1,2,1,1,1
2,840,8400221525,1.96556580270857,0.543773790103317,1990,4,1,4,1,1,3
2,840,8400221526,1.18918679968487,0.543773790103317,1990,4,3,3,2,2,2
2,840,8400221527,1.56790826457448,0.543773790103317,1990,4,2,-2,3,2,2
